SectionId,SectionName,DistrictId,DistrictName,AreaId,AreaName,Link
6243299,USTA/MID ATLANTIC,6243343,VIRGINIA,6243509,HARRISONBURG,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243299&DistrictNodeID=6243343&SubDistrictNodeID=6243509&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243299,USTA/MID ATLANTIC,6243343,VIRGINIA,6243507,LOUDOUN,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243299&DistrictNodeID=6243343&SubDistrictNodeID=6243507&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243299,USTA/MID ATLANTIC,6243343,VIRGINIA,6243499,LYNCHBURG,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243299&DistrictNodeID=6243343&SubDistrictNodeID=6243499&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243299,USTA/MID ATLANTIC,6243343,VIRGINIA,6243497,NOVA,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243299&DistrictNodeID=6243343&SubDistrictNodeID=6243497&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243299,USTA/MID ATLANTIC,6243343,VIRGINIA,6243503,PENINSULA,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243299&DistrictNodeID=6243343&SubDistrictNodeID=6243503&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243299,USTA/MID ATLANTIC,6243343,VIRGINIA,6243498,RICHMOND,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243299&DistrictNodeID=6243343&SubDistrictNodeID=6243498&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243299,USTA/MID ATLANTIC,6243343,VIRGINIA,6243502,ROANOKE,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243299&DistrictNodeID=6243343&SubDistrictNodeID=6243502&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243299,USTA/MID ATLANTIC,6243343,VIRGINIA,6243506,SHENANDOAH,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243299&DistrictNodeID=6243343&SubDistrictNodeID=6243506&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243299,USTA/MID ATLANTIC,6243340,WASHINGTON D.C.,,,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243299&DistrictNodeID=6243340&SubDistrictNodeID=&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243299,USTA/MID ATLANTIC,6243342,WEST VIRGINIA,6243496,BLUEFIELD,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243299&DistrictNodeID=6243342&SubDistrictNodeID=6243496&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243299,USTA/MID ATLANTIC,6243342,WEST VIRGINIA,6243495,HOLDING AREA,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243299&DistrictNodeID=6243342&SubDistrictNodeID=6243495&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243299,USTA/MID ATLANTIC,6243342,WEST VIRGINIA,6243494,MORGANTOWN,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243299&DistrictNodeID=6243342&SubDistrictNodeID=6243494&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243300,USTA/MIDDLE STATES,6243348,ALLEGHENY MNTN.,,,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243300&DistrictNodeID=6243348&SubDistrictNodeID=&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243300,USTA/MIDDLE STATES,6243345,CENTRAL PENNSYLVANIA,,,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243300&DistrictNodeID=6243345&SubDistrictNodeID=&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243300,USTA/MIDDLE STATES,6243344,DELAWARE,,,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243300&DistrictNodeID=6243344&SubDistrictNodeID=&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243300,USTA/MIDDLE STATES,6243346,EASTERN PENNSYLVANIA,,,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243300&DistrictNodeID=6243346&SubDistrictNodeID=&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243300,USTA/MIDDLE STATES,6243349,NEW JERSEY,,,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243300&DistrictNodeID=6243349&SubDistrictNodeID=&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243300,USTA/MIDDLE STATES,6243347,PHILADELPHIA,,,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243300&DistrictNodeID=6243347&SubDistrictNodeID=&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243310,USTA/MIDWEST,6243394,CENTRAL INDIANA,6243751,BLOOMINGTON,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243310&DistrictNodeID=6243394&SubDistrictNodeID=6243751&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243310,USTA/MIDWEST,6243394,CENTRAL INDIANA,6243753,COLUMBUS,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243310&DistrictNodeID=6243394&SubDistrictNodeID=6243753&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243310,USTA/MIDWEST,6243394,CENTRAL INDIANA,6243749,EVANSVILLE,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243310&DistrictNodeID=6243394&SubDistrictNodeID=6243749&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243310,USTA/MIDWEST,6243394,CENTRAL INDIANA,6243748,INDIANAPOLIS,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243310&DistrictNodeID=6243394&SubDistrictNodeID=6243748&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243310,USTA/MIDWEST,6243394,CENTRAL INDIANA,6243750,JEFFERSONVILLE,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243310&DistrictNodeID=6243394&SubDistrictNodeID=6243750&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243310,USTA/MIDWEST,6243394,CENTRAL INDIANA,6243752,LAFAYETTE,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243310&DistrictNodeID=6243394&SubDistrictNodeID=6243752&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243310,USTA/MIDWEST,6243395,CHICAGO,,,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243310&DistrictNodeID=6243395&SubDistrictNodeID=&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243310,USTA/MIDWEST,6243406,MID-SOUTH ILLINOIS,6243780,MSIL - EAST,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243310&DistrictNodeID=6243406&SubDistrictNodeID=6243780&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243310,USTA/MIDWEST,6243406,MID-SOUTH ILLINOIS,6243782,MSIL - SOUTH,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243310&DistrictNodeID=6243406&SubDistrictNodeID=6243782&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243310,USTA/MIDWEST,6243406,MID-SOUTH ILLINOIS,6243781,MSIL- WEST,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243310&DistrictNodeID=6243406&SubDistrictNodeID=6243781&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243310,USTA/MIDWEST,6243396,N.E. MICHIGAN,,,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243310&DistrictNodeID=6243396&SubDistrictNodeID=&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243310,USTA/MIDWEST,6243402,NORTHEASTERN OHIO,,,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243310&DistrictNodeID=6243402&SubDistrictNodeID=&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243310,USTA/MIDWEST,6243400,NORTHERN ILLINOIS,,,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243310&DistrictNodeID=6243400&SubDistrictNodeID=&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243310,USTA/MIDWEST,6243399,NORTHERN INDIANA,6243758,FT. WAYNE,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243310&DistrictNodeID=6243399&SubDistrictNodeID=6243758&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243310,USTA/MIDWEST,6243399,NORTHERN INDIANA,6243760,NORTHWEST INDIANA,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243310&DistrictNodeID=6243399&SubDistrictNodeID=6243760&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243310,USTA/MIDWEST,6243399,NORTHERN INDIANA,6243759,SOUTH BEND,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243310&DistrictNodeID=6243399&SubDistrictNodeID=6243759&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243310,USTA/MIDWEST,6243405,NORTHERN MICHIGAN,,,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243310&DistrictNodeID=6243405&SubDistrictNodeID=&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243310,USTA/MIDWEST,6243403,NORTHWESTERN OHIO,,,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243310&DistrictNodeID=6243403&SubDistrictNodeID=&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243310,USTA/MIDWEST,6243401,OHIO VALLEY,6243762,CHARLESTON,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243310&DistrictNodeID=6243401&SubDistrictNodeID=6243762&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243310,USTA/MIDWEST,6243401,OHIO VALLEY,6243765,CINCINNATI,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243310&DistrictNodeID=6243401&SubDistrictNodeID=6243765&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243310,USTA/MIDWEST,6243401,OHIO VALLEY,6243764,COLUMBUS,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243310&DistrictNodeID=6243401&SubDistrictNodeID=6243764&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243310,USTA/MIDWEST,6243401,OHIO VALLEY,6243763,DAYTON,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243310&DistrictNodeID=6243401&SubDistrictNodeID=6243763&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243310,USTA/MIDWEST,6243401,OHIO VALLEY,6243766,HUNTINGTON,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243310&DistrictNodeID=6243401&SubDistrictNodeID=6243766&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243310,USTA/MIDWEST,6243401,OHIO VALLEY,6243768,MOVTA,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243310&DistrictNodeID=6243401&SubDistrictNodeID=6243768&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243310,USTA/MIDWEST,6243401,OHIO VALLEY,6243767,SOUTHERN OHIO,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243310&DistrictNodeID=6243401&SubDistrictNodeID=6243767&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243310,USTA/MIDWEST,6243397,S.E. MICHIGAN,,,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243310&DistrictNodeID=6243397&SubDistrictNodeID=&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243310,USTA/MIDWEST,6243398,WESTERN MICHIGAN,,,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243310&DistrictNodeID=6243398&SubDistrictNodeID=&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243310,USTA/MIDWEST,6243404,WISCONSIN,6243778,GREAT LAKES,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243310&DistrictNodeID=6243404&SubDistrictNodeID=6243778&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243310,USTA/MIDWEST,6243404,WISCONSIN,6243774,LA CROSSE,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243310&DistrictNodeID=6243404&SubDistrictNodeID=6243774&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243310,USTA/MIDWEST,6243404,WISCONSIN,6243772,MADISON,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243310&DistrictNodeID=6243404&SubDistrictNodeID=6243772&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243310,USTA/MIDWEST,6243404,WISCONSIN,6243771,MILWAUKEE,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243310&DistrictNodeID=6243404&SubDistrictNodeID=6243771&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243310,USTA/MIDWEST,6243404,WISCONSIN,6243773,"NORTH CENTRAL LEAGUE, WI",https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243310&DistrictNodeID=6243404&SubDistrictNodeID=6243773&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243310,USTA/MIDWEST,6243404,WISCONSIN,6243775,"NORTH EASTERN LEAGUE, WI",https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243310&DistrictNodeID=6243404&SubDistrictNodeID=6243775&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243310,USTA/MIDWEST,6243404,WISCONSIN,6243776,"NORTHWOODS LEAGUE, WI",https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243310&DistrictNodeID=6243404&SubDistrictNodeID=6243776&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243301,USTA/MISSOURI VALLEY,6243350,HEART OF AMERICA,6243522,Heart Of America Leagues,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243301&DistrictNodeID=6243350&SubDistrictNodeID=6243522&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243301,USTA/MISSOURI VALLEY,6243350,HEART OF AMERICA,6243523,Section Championships,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243301&DistrictNodeID=6243350&SubDistrictNodeID=6243523&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243301,USTA/MISSOURI VALLEY,6243351,IOWA,6243525,IA - Section Championships,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243301&DistrictNodeID=6243351&SubDistrictNodeID=6243525&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243301,USTA/MISSOURI VALLEY,6243351,IOWA,6243524,IA Local Leagues,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243301&DistrictNodeID=6243351&SubDistrictNodeID=6243524&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243301,USTA/MISSOURI VALLEY,6243352,KANSAS,6243527,KS - Section Championships,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243301&DistrictNodeID=6243352&SubDistrictNodeID=6243527&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243301,USTA/MISSOURI VALLEY,6243352,KANSAS,6243526,KS Local Leagues,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243301&DistrictNodeID=6243352&SubDistrictNodeID=6243526&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243301,USTA/MISSOURI VALLEY,6243356,MISSOURI,6243539,COLUMBIA,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243301&DistrictNodeID=6243356&SubDistrictNodeID=6243539&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243301,USTA/MISSOURI VALLEY,6243356,MISSOURI,6243537,Missouri - Section Championships,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243301&DistrictNodeID=6243356&SubDistrictNodeID=6243537&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243301,USTA/MISSOURI VALLEY,6243356,MISSOURI,6243538,SPRINGFIELD,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243301&DistrictNodeID=6243356&SubDistrictNodeID=6243538&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243301,USTA/MISSOURI VALLEY,6243353,NEBRASKA,6243529,All State Leagues,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243301&DistrictNodeID=6243353&SubDistrictNodeID=6243529&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243301,USTA/MISSOURI VALLEY,6243353,NEBRASKA,6243528,Nebraska Local Leagues,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243301&DistrictNodeID=6243353&SubDistrictNodeID=6243528&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243301,USTA/MISSOURI VALLEY,6243354,OKLAHOMA,6243530,MV Annual 70&over Multi State invitational,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243301&DistrictNodeID=6243354&SubDistrictNodeID=6243530&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243301,USTA/MISSOURI VALLEY,6243354,OKLAHOMA,6243532,NA,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243301&DistrictNodeID=6243354&SubDistrictNodeID=6243532&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243301,USTA/MISSOURI VALLEY,6243354,OKLAHOMA,6243534,OKLAHOMA CITY,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243301&DistrictNodeID=6243354&SubDistrictNodeID=6243534&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243301,USTA/MISSOURI VALLEY,6243354,OKLAHOMA,6243531,Section set up,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243301&DistrictNodeID=6243354&SubDistrictNodeID=6243531&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243301,USTA/MISSOURI VALLEY,6243354,OKLAHOMA,6243533,TULSA,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243301&DistrictNodeID=6243354&SubDistrictNodeID=6243533&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243301,USTA/MISSOURI VALLEY,6243355,ST. LOUIS,6243536,Section Championships - St. Louis,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243301&DistrictNodeID=6243355&SubDistrictNodeID=6243536&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243301,USTA/MISSOURI VALLEY,6243355,ST. LOUIS,6243535,St. Louis Local Leagues,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243301&DistrictNodeID=6243355&SubDistrictNodeID=6243535&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243293,USTA/NATIONAL,6243407,USTA - NATIONAL,,,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243293&DistrictNodeID=6243407&SubDistrictNodeID=&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243302,USTA/NEW ENGLAND,6243359,EASTERN MASSACHUSETTS,6243543,CAPE COD,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243302&DistrictNodeID=6243359&SubDistrictNodeID=6243543&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243302,USTA/NEW ENGLAND,6243359,EASTERN MASSACHUSETTS,6243542,EASTERN MASS,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243302&DistrictNodeID=6243359&SubDistrictNodeID=6243542&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243302,USTA/NEW ENGLAND,6243364,MAINE,,,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243302&DistrictNodeID=6243364&SubDistrictNodeID=&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243302,USTA/NEW ENGLAND,6243357,NEW HAMPSHIRE,,,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243302&DistrictNodeID=6243357&SubDistrictNodeID=&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
6243302,USTA/NEW ENGLAND,6243363,NORTHERN CONNECTICUT,,,https://tennislink.usta.com/Leagues/reports/NTRP/SearchResults.aspx?Search=TreeNode&update=1&NationalNodeID=6243292&CYear=2025&SectionNodeID=6243302&DistrictNodeID=6243363&SubDistrictNodeID=&DivisionNodeID=&FlightNodeID=&GenderCode=&NTRPRating=
